State,Dem,Rep,Date,Pollster
NC,46,44,Oct 27 2016,Rasmussen
NC,43,42,Sep 26 2016,HighPointUniversity
NC,47,44,Nov 02 2016,Rasmussen
NC,44,42,Sep 29 2016,PPP
NC,42,42,Sep 15 2016,National Research Inc.
NC,44,47,Oct 25 2016,Remington
NC,46,44,Oct 04 2016,SurveyUSA
NC,47.99,43.77,Oct 29 2016,IPSOS
NC,46.83,47.7,Nov 04 2016,IPSOS
NC,41,44,Sep 08 2016,SuffolkU
NC,43,44,Sep 20 2016,ElonU
NC,46,42,Sep 04 2016,YouGov
NC,34.4,40.6,Nov 01 2016,Google Consumer Surveys
NC,44,42,Aug 24 2016,MonmouthU
NC,47,44,Oct 28 2016,Rasmussen
NC,45,45,Aug 24 2016,CNN/Opinion Research Corp.
NC,44,46,Oct 31 2016,Rasmussen
NC,44,43,Sep 26 2016,Gravis Marketing
NC,46,43,Oct 26 2016,Rasmussen
NC,46.33,42.42,Oct 15 2016,IPSOS
NC,43.4,44.8,Aug 30 2016,Emerson College
NC,46,41,Oct 22 2016,Rasmussen
NC,46.81,48.61,Nov 03 2016,IPSOS
NC,35.52,39.6,Oct 27 2016,Google Consumer Surveys
NC,46,43,Oct 25 2016,Rasmussen
NC,47,41,Oct 24 2016,Rasmussen
NC,43,45,Sep 21 2016,PPP
NC,48,41,Nov 05 2016,SurveyMonkey
NC,37.81,38.07,Oct 21 2016,Google Consumer Surveys
NC,48,43,Oct 28 2016,SurveyMonkey
NC,48,42,Nov 04 2016,SurveyMonkey
NC,46,40,Oct 18 2016,SurveyMonkey
NC,49,41,Nov 03 2016,SurveyMonkey
NC,35.61,38.39,Oct 17 2016,Google Consumer Surveys
NC,38,39,Aug 21 2016,Gravis Marketing
NC,49,42,Nov 02 2016,SurveyMonkey
NC,48,43,Oct 27 2016,SurveyMonkey
NC,44.16,43.09,Oct 10 2016,IPSOS
NC,44,37,Jun 29 2016,Evolving Strategies
NC,47,44,Nov 01 2016,SurveyMonkey
NC,48.07,43.58,Oct 03 2016,IPSOS
NC,47,43,Oct 31 2016,SurveyMonkey
NC,35.04,36.78,Oct 10 2016,Google Consumer Surveys
NC,42,40,Jun 29 2016,National Research Inc.
NC,31.28,41.89,Oct 05 2016,Google Consumer Surveys
NC,44,42,Jun 26 2016,YouGov
NC,47,43,Oct 26 2016,SurveyMonkey
NC,39,45,Jul 11 2016,TargetPoint
NC,48,38,Jun 30 2016,Greenberg Quinlan Rosner (Democracy Corps)
NC,46.37,43.72,Sep 16 2016,IPSOS
NC,32.56,41.32,Sep 28 2016,Google Consumer Surveys
NC,40,41,Sep 06 2016,SurveyMonkey
NC,32.31,39.54,Sep 22 2016,Google Consumer Surveys
NC,36,39,May 27 2016,National Research Inc.
NC,32.64,37.88,Sep 14 2016,Google Consumer Surveys
NC,45.98,44.7,Sep 10 2016,IPSOS
NC,30.2,39.03,Sep 09 2016,Google Consumer Surveys
NC,48.92,43.83,Sep 04 2016,IPSOS
NC,33.74,37.33,Sep 09 2016,Google Consumer Surveys
NC,48.12,44.26,Aug 26 2016,IPSOS
NC,32.86,37.42,Sep 09 2016,Google Consumer Surveys
NC,47.24,45.25,Aug 24 2016,IPSOS
NC,45,39,Apr 22 2016,ElonU
NC,33.51,35.36,Sep 09 2016,Google Consumer Surveys
NC,49,40,Jun 03 2016,National Research Inc.
NC,47,41,May 05 2016,ElonU
NC,43,47,Dec 10 2015,PPP
NC,43,45,Jan 20 2016,PPP
NC,47.13,43.37,Oct 22 2016,IPSOS
NC,43,41,Aug 09 2016,PPP
NC,41,43,May 25 2016,PPP
NC,42,49,May 05 2016,SurveyUSA
NC,44,44,Apr 27 2016,PPP
NC,41,41,Sep 22 2016,SienaColl
NC,45,36,Aug 12 2016,MaristColl
NC,48.98,43.4,Sep 26 2016,IPSOS
NC,43,44,Feb 23 2016,PPP
NC,42,46,Aug 03 2016,SurveyUSA
NC,43,43,Jun 23 2016,PPP
NC,42,38,Sep 08 2016,QuinnipiacU
NC,45,44,Sep 01 2016,PPP
NC,42,36,Jul 15 2016,MaristColl
NC,43,45,May 05 2016,SurveyUSA
NC,44,42,Mar 23 2016,PPP
NC,46,43,Oct 03 2016,QuinnipiacU
ND,29,57,Nov 08 2016,SurveyMonkey
ND,29,57,Nov 07 2016,SurveyMonkey
ND,26.18,49.74,Nov 03 2016,IPSOS
ND,22.36,47.26,Nov 07 2016,Google Consumer Surveys
ND,32.3,44.8,Nov 07 2016,YouGov
ND,32,43,Sep 20 2016,DFMResearch
ND,26.18,48.14,Nov 01 2016,Google Consumer Surveys
ND,31,54,Oct 28 2016,SurveyMonkey
ND,34.67,44.9,Oct 15 2016,IPSOS
ND,19.8,46.07,Oct 27 2016,Google Consumer Surveys
ND,29,57,Nov 05 2016,SurveyMonkey
ND,29,56,Nov 04 2016,SurveyMonkey
ND,31,52,Oct 27 2016,SurveyMonkey
ND,31,55,Nov 03 2016,SurveyMonkey
ND,27.46,37.9,Oct 21 2016,Google Consumer Surveys
ND,32,54,Nov 02 2016,SurveyMonkey
ND,31,53,Nov 01 2016,SurveyMonkey
ND,32,55,Oct 31 2016,SurveyMonkey
ND,17.11,41.53,Oct 17 2016,Google Consumer Surveys
ND,31,49,Oct 26 2016,SurveyMonkey
ND,13.34,63.29,Oct 10 2016,Google Consumer Surveys
ND,26,51,Sep 06 2016,SurveyMonkey
ND,30.32,43.17,Oct 10 2016,IPSOS
ND,22.78,45.48,Oct 05 2016,Google Consumer Surveys
ND,26.63,49.28,Sep 28 2016,Google Consumer Surveys
ND,17.44,39.19,Sep 22 2016,Google Consumer Surveys
ND,26.31,45.08,Sep 14 2016,Google Consumer Surveys
ND,23.8,45.58,Sep 09 2016,Google Consumer Surveys
ND,21.39,48.83,Sep 09 2016,Google Consumer Surveys
ND,20.62,41.81,Sep 09 2016,Google Consumer Surveys
ND,22.03,43.01,Sep 09 2016,Google Consumer Surveys
NE,35,52,Nov 08 2016,SurveyMonkey
NE,30.33,41.35,Nov 07 2016,Google Consumer Surveys
NE,31.62,53.27,Nov 07 2016,IPSOS
NE,32.3,44.9,Nov 07 2016,YouGov
NE,29.3,55.7,Sep 28 2016,Emerson College
NE,34,52,Nov 07 2016,SurveyMonkey
NE,27.37,41.53,Nov 01 2016,Google Consumer Surveys
NE,31.34,52.38,Nov 03 2016,IPSOS
NE,25.43,46.87,Oct 27 2016,Google Consumer Surveys
NE,31.38,53.13,Nov 04 2016,IPSOS
NE,34,52,Nov 05 2016,SurveyMonkey
NE,31.74,38.71,Oct 21 2016,Google Consumer Surveys
NE,35.45,49.98,Oct 29 2016,IPSOS
NE,32,53,Oct 28 2016,SurveyMonkey
NE,35,51,Nov 04 2016,SurveyMonkey
NE,34.73,46.81,Oct 22 2016,IPSOS
NE,34,50,Nov 03 2016,SurveyMonkey
NE,27.82,40.76,Oct 17 2016,Google Consumer Surveys
NE,33.32,48.55,Oct 15 2016,IPSOS
NE,32,51,Oct 27 2016,SurveyMonkey
NE,33,52,Nov 02 2016,SurveyMonkey
NE,32,52,Nov 01 2016,SurveyMonkey
NE,26.88,39.06,Oct 10 2016,Google Consumer Surveys
NE,31.75,47.56,Oct 10 2016,IPSOS
NE,33,51,Oct 31 2016,SurveyMonkey
NE,31.87,36.58,Oct 05 2016,Google Consumer Surveys
NE,33,52,Oct 26 2016,SurveyMonkey
NE,32.71,51.19,Oct 03 2016,IPSOS
NE,32,42,Sep 06 2016,SurveyMonkey
NE,29.03,38.05,Sep 28 2016,Google Consumer Surveys
NE,30.94,54.47,Sep 26 2016,IPSOS
NE,31.74,51.22,Sep 16 2016,IPSOS
NE,29.11,41.65,Sep 22 2016,Google Consumer Surveys
NE,27.75,55.65,Sep 10 2016,IPSOS
NE,23.7,45.78,Sep 14 2016,Google Consumer Surveys
NE,27.38,40.91,Sep 09 2016,Google Consumer Surveys
NE,37.84,44.65,Sep 04 2016,IPSOS
NE,28.7,34.35,Sep 09 2016,Google Consumer Surveys
NE,45.02,41.5,Aug 26 2016,IPSOS
NE,34.72,49.39,Aug 24 2016,IPSOS
NE,24.5,38.25,Sep 09 2016,Google Consumer Surveys
NE,32.71,30.16,Sep 09 2016,Google Consumer Surveys
NH,45.4,43.8,Nov 07 2016,Emerson College
NH,49,38,Nov 06 2016,UofNewHampshire
NH,48,43,Nov 04 2016,PPP
NH,41,43,Nov 04 2016,Gravis Marketing
NH,44,44,Nov 03 2016,UofMass
NH,45,36,Oct 26 2016,MaristColl
NH,39,40,Nov 03 2016,MassINC
NH,41.8,42.2,Nov 03 2016,SuffolkU
NH,46,40,Nov 07 2016,Rasmussen
NH,47,38,Nov 08 2016,SurveyMonkey
NH,43,48,Nov 03 2016,ARG
NH,43,38,Oct 27 2016,YouGov
NH,46,42,Oct 26 2016,MonmouthU
NH,42.9,44.6,Oct 31 2016,Praecones Analytica
NH,41,38,Oct 14 2016,MassINC
NH,44.42,41.81,Nov 07 2016,IPSOS
NH,46,43,Oct 28 2016,Emerson College
NH,49,38,Nov 07 2016,SurveyMonkey
NH,47,41,Nov 06 2016,UofNewHampshire
NH,43,34.4,Nov 07 2016,YouGov
NH,46,38,Oct 11 2016,Greenberg Quinlan Rosner (Democracy Corps)
NH,43,37,Sep 29 2016,GBA Strategies
NH,45.98,31.22,Nov 07 2016,Google Consumer Surveys
NH,48,37,Oct 12 2016,PPP
NH,47,40,Nov 06 2016,UofNewHampshire
NH,44,36,Oct 19 2016,Emerson College
NH,44,42,Oct 06 2016,SuffolkU
NH,45,39,Oct 14 2016,UofMass
NH,49,34,Nov 07 2016,UofNewHampshire
NH,43,42,Nov 04 2016,Rasmussen
NH,47,39,Nov 06 2016,UofNewHampshire
NH,47,38,Sep 21 2016,MonmouthU
NH,42,35,Sep 30 2016,MassINC
NH,47,40,Nov 06 2016,UofNewHampshire
NH,44,40,Nov 01 2016,Rasmussen
NH,43,42,Nov 03 2016,Rasmussen
NH,47,38,Nov 06 2016,UofNewHampshire
NH,46,39,Nov 06 2016,UofNewHampshire
NH,39,37,Sep 11 2016,MaristColl
NH,45,41,Nov 02 2016,Rasmussen
NH,46,38,Nov 06 2016,UofNewHampshire
NH,46,40,Nov 06 2016,UofNewHampshire
NH,36.77,38.03,Nov 01 2016,Google Consumer Surveys
NH,46,42,Sep 26 2016,ARG
NH,47,39,Oct 28 2016,Rasmussen
NH,48,39,Oct 27 2016,Rasmussen
NH,44.41,40.21,Oct 29 2016,IPSOS
NH,46,40,Oct 31 2016,Rasmussen
NH,48,36,Oct 28 2016,SurveyMonkey
NH,45,41,Oct 26 2016,Rasmussen
NH,46,41,Sep 07 2016,PPP
NH,46.37,39.88,Nov 04 2016,IPSOS
NH,29.52,38.1,Oct 27 2016,Google Consumer Surveys
NH,46,40,Sep 01 2016,PPP
NH,41.91,29.45,Oct 21 2016,Google Consumer Surveys
NH,48,38,Nov 05 2016,SurveyMonkey
NH,41,31,Aug 10 2016,Vox Populi Communications
NH,47,37,Nov 04 2016,SurveyMonkey
NH,47,36,Oct 18 2016,SurveyMonkey
NH,45,36,Aug 14 2016,YouGov
NH,47,37,Nov 03 2016,SurveyMonkey
NH,49,35,Nov 02 2016,SurveyMonkey
NH,42,37,Sep 07 2016,Emerson College
NH,49,35,Oct 27 2016,SurveyMonkey
NH,48,35,Nov 01 2016,SurveyMonkey
NH,47.86,23.29,Oct 17 2016,Google Consumer Surveys
NH,45.11,39.21,Oct 22 2016,IPSOS
NH,46,36,Oct 31 2016,SurveyMonkey
NH,56.62,17.43,Oct 10 2016,Google Consumer Surveys
NH,46.23,41.64,Oct 15 2016,IPSOS
NH,38.5,47.9,Jul 26 2016,Praecones Analytica
NH,49,37,Oct 26 2016,SurveyMonkey
NH,46.18,21.23,Oct 05 2016,Google Consumer Surveys
NH,49.45,39.51,Oct 10 2016,IPSOS
NH,47,32,Aug 04 2016,MassINC
NH,47.21,41.25,Oct 03 2016,IPSOS
NH,28.44,37.61,Sep 22 2016,Google Consumer Surveys
NH,40,34,Sep 06 2016,SurveyMonkey
NH,51.19,36.28,Sep 26 2016,IPSOS
NH,40.36,38.63,Sep 28 2016,Google Consumer Surveys
NH,34.66,34.38,Sep 14 2016,Google Consumer Surveys
NH,48.47,38.66,Sep 16 2016,IPSOS
NH,44,40,Jul 08 2016,TargetPoint
NH,44,44,May 31 2016,RKM Research and Communications Inc.
NH,41,41,Jun 30 2016,Greenberg Quinlan Rosner (Democracy Corps)
NH,34.78,20.7,Sep 09 2016,Google Consumer Surveys
NH,47,42,Jun 29 2016,ARG
NH,49.02,35.71,Sep 10 2016,IPSOS
NH,50,37,Aug 11 2016,PPP
NH,32.92,22.15,Sep 09 2016,Google Consumer Surveys
NH,43.58,44.52,Sep 04 2016,IPSOS
NH,45.34,28.86,Sep 09 2016,Google Consumer Surveys
NH,33.7,47.86,Aug 26 2016,IPSOS
NH,51.53,20.86,Sep 09 2016,Google Consumer Surveys
NH,40.68,39.45,Aug 24 2016,IPSOS
NH,34,29,May 10 2016,DartmouthColl
NH,45,40,May 05 2016,UofMass
NH,45,39,May 05 2016,UofMass
NH,46,39,Jun 02 2016,UofMass
NH,44,40,Jun 02 2016,UofMass
NH,47,40,Nov 19 2015,FoxNews
NH,45,38,Dec 07 2015,Morning Consult
NH,47,39,Jun 02 2016,UofNewHampshire
NH,45,44,Jan 10 2016,MaristColl
NH,44,42,May 18 2016,MassINC
NH,50,36,Jan 08 2016,PPP
NH,50,31,Jun 02 2016,UofNewHampshire
NH,47,41,Dec 10 2015,PPP
NH,43,32,Sep 02 2016,UofNewHampshire
NH,48,39,Jan 20 2016,UofNewHampshire
NH,43,39,Jun 27 2016,PPP
NH,37,37,Jul 21 2016,UofNewHampshire
NJ,52,37,Nov 08 2016,SurveyMonkey
NJ,51,40,Nov 04 2016,Stockton College
NJ,39.37,32.57,Nov 07 2016,Google Consumer Surveys
NJ,47.78,37.86,Nov 07 2016,IPSOS
NJ,47.7,35.7,Nov 07 2016,YouGov
NJ,49,35,Oct 18 2016,FairleighDickinsonU
NJ,53,37,Nov 07 2016,SurveyMonkey
NJ,46.2,39.8,Oct 01 2016,Stockton College
NJ,47,43,Sep 07 2016,Emerson College
NJ,50,29,Oct 02 2016,Rutgers
NJ,49.72,36.13,Nov 04 2016,IPSOS
NJ,50.95,34.25,Oct 29 2016,IPSOS
NJ,38.54,33.18,Nov 01 2016,Google Consumer Surveys
NJ,53,37,Nov 05 2016,SurveyMonkey
NJ,46.94,37.7,Nov 03 2016,IPSOS
NJ,54,34,Oct 28 2016,SurveyMonkey
NJ,43.94,28.62,Oct 27 2016,Google Consumer Surveys
NJ,55,37,Nov 04 2016,SurveyMonkey
NJ,52.66,31.71,Oct 22 2016,IPSOS
NJ,54,38,Nov 03 2016,SurveyMonkey
NJ,55,36,Nov 02 2016,SurveyMonkey
NJ,49.93,32.23,Oct 15 2016,IPSOS
NJ,41.22,32.52,Oct 21 2016,Google Consumer Surveys
NJ,55,35,Nov 01 2016,SurveyMonkey
NJ,53,35,Oct 27 2016,SurveyMonkey
NJ,55,34,Oct 31 2016,SurveyMonkey
NJ,49,34,Jun 05 2016,YouGov
NJ,46.68,34.18,Oct 03 2016,IPSOS
NJ,44,32,Jun 29 2016,FairleighDickinsonU
NJ,52,31,Jun 29 2016,FairleighDickinsonU
NJ,39.82,32.04,Oct 17 2016,Google Consumer Surveys
NJ,45,38,May 19 2016,QuinnipiacU
NJ,50.49,32.22,Sep 26 2016,IPSOS
NJ,37,31,Jun 02 2016,MonmouthU
NJ,52,36,Oct 26 2016,SurveyMonkey
NJ,40.3,34.19,Oct 10 2016,Google Consumer Surveys
NJ,49,34,Sep 06 2016,SurveyMonkey
NJ,48,37,May 25 2016,FairleighDickinsonU
NJ,41.69,32.62,Oct 05 2016,Google Consumer Surveys
NJ,48.91,33.46,Sep 16 2016,IPSOS
NJ,37.55,35.87,Sep 28 2016,Google Consumer Surveys
NJ,47.4,36.24,Sep 04 2016,IPSOS
NJ,35.6,36.19,Sep 22 2016,Google Consumer Surveys
NJ,36.27,33.98,Sep 14 2016,Google Consumer Surveys
NJ,35.95,33.11,Sep 09 2016,Google Consumer Surveys
NJ,48.08,33.54,Aug 26 2016,IPSOS
NJ,37.83,29.03,Sep 09 2016,Google Consumer Surveys
NJ,50,36,May 05 2016,Rutgers
NJ,46.14,32.85,Aug 24 2016,IPSOS
NJ,37.78,31.6,Sep 09 2016,Google Consumer Surveys
NJ,42.4,28.6,Sep 09 2016,Google Consumer Surveys
NJ,52,36,Jun 02 2016,FairleighDickinsonU
NJ,46.55,35.11,Sep 10 2016,IPSOS
NJ,48.52,33.66,Oct 10 2016,IPSOS
NM,46,44,Nov 07 2016,Zia Poll
NM,45,37,Nov 07 2016,Gravis Marketing
NM,45,40,Nov 06 2016,ResearchandPolling
NM,40,38,Nov 08 2016,SurveyMonkey
NM,39,31,Nov 02 2016,The Times-Picayune/Lucid
NM,42.52,29.93,Nov 07 2016,Google Consumer Surveys
NM,46,33,Oct 05 2016,SurveyUSA
NM,40,36,Nov 07 2016,SurveyMonkey
NM,41.7,34.6,Nov 07 2016,YouGov
NM,40.94,38.34,Nov 07 2016,IPSOS
NM,35,31,Oct 02 2016,ResearchandPolling
NM,38.58,31.99,Nov 01 2016,Google Consumer Surveys
NM,40,31,Aug 24 2016,PPP
NM,48.54,39.41,Oct 29 2016,IPSOS
NM,43,35,Oct 28 2016,SurveyMonkey
NM,47.68,23.64,Oct 27 2016,Google Consumer Surveys
NM,44.68,41.92,Nov 04 2016,IPSOS
NM,46,43,Nov 04 2016,Zia Poll
NM,41,36,Nov 05 2016,SurveyMonkey
NM,45,40,Oct 27 2016,Zia Poll
NM,41,33,Oct 18 2016,SurveyMonkey
NM,41,36,Nov 04 2016,SurveyMonkey
NM,40,35,Nov 03 2016,SurveyMonkey
NM,40.02,26.18,Oct 21 2016,Google Consumer Surveys
NM,42,34,Nov 02 2016,SurveyMonkey
NM,44,34,Nov 01 2016,SurveyMonkey
NM,42,34,Oct 27 2016,SurveyMonkey
NM,51.28,35.11,Oct 22 2016,IPSOS
NM,45,33,Oct 31 2016,SurveyMonkey
NM,43.87,36.38,Oct 15 2016,IPSOS
NM,40.3,22.32,Oct 17 2016,Google Consumer Surveys
NM,46,36,Oct 17 2016,Zia Poll
NM,49.11,35.93,Oct 10 2016,IPSOS
NM,41,34,Oct 26 2016,SurveyMonkey
NM,35.4,28.14,Oct 10 2016,Google Consumer Surveys
NM,48.94,39.69,Oct 03 2016,IPSOS
NM,43.05,22.73,Oct 05 2016,Google Consumer Surveys
NM,41.8,36.6,Oct 17 2016,Zia Poll
NM,37,29,Sep 06 2016,SurveyMonkey
NM,46.94,37.92,Sep 26 2016,IPSOS
NM,37.92,26.02,Sep 28 2016,Google Consumer Surveys
NM,37.79,43.19,Sep 16 2016,IPSOS
NM,30.14,29.76,Sep 22 2016,Google Consumer Surveys
NM,42.32,28.46,Sep 14 2016,Google Consumer Surveys
NM,38.01,47.6,Sep 10 2016,IPSOS
NM,43.98,41.45,Aug 24 2016,IPSOS
NM,27.25,29.96,Sep 09 2016,Google Consumer Surveys
NM,41,33,May 18 2016,PPP
NM,36.08,27.95,Sep 09 2016,Google Consumer Surveys
NM,41.65,25.13,Sep 09 2016,Google Consumer Surveys
NM,37.35,25.97,Sep 09 2016,Google Consumer Surveys
NV,45,43,Nov 07 2016,Gravis Marketing
NV,45,46,Nov 06 2016,Remington
NV,43,49,Nov 02 2016,CNN/Opinion Research Corp.
NV,48,45,Nov 04 2016,PPP
NV,46.8,45.6,Nov 07 2016,Emerson College
NV,45.01,49.61,Nov 06 2016,Trafalgar Group
NV,45,43,Nov 08 2016,SurveyMonkey
NV,45,38,Nov 02 2016,The Times-Picayune/Lucid
NV,43,43,Oct 26 2016,MaristColl
NV,44,44,Nov 07 2016,Rasmussen
NV,45,45,Nov 02 2016,JMC Enterprises
NV,48,41,Oct 24 2016,Bendixen & Amandi International
NV,42,42,Nov 08 2016,Insights West
NV,46,40,Oct 16 2016,YouGov
NV,43,43,Oct 13 2016,Clarity Campaign Labs
NV,47,40,Oct 18 2016,MonmouthU
NV,45,39,Oct 13 2016,PublicOpinionStrat
NV,44,42,Oct 29 2016,Emerson College
NV,46,44,Oct 17 2016,CNN/Opinion Research Corp.
NV,47,43,Oct 12 2016,PPP
NV,36.02,37.99,Nov 07 2016,Google Consumer Surveys
NV,44,41,Oct 04 2016,Garin-Hart-Yang Research Group
NV,45.39,42.15,Nov 07 2016,IPSOS
NV,42.5,40.9,Nov 07 2016,YouGov
NV,40,43,Sep 21 2016,FoxNews
NV,44.2,38.2,Sep 30 2016,SuffolkU
NV,46,46,Oct 28 2016,Gravis Marketing
NV,44,43,Nov 07 2016,SurveyMonkey
NV,43,43,Nov 04 2016,Rasmussen
NV,43,41,Oct 15 2016,JMC Enterprises
NV,44,48,Oct 31 2016,Remington
NV,45,44,Oct 01 2016,Bendixen & Amandi International
NV,44,40,Nov 01 2016,Rasmussen
NV,44,43,Nov 03 2016,Rasmussen
NV,42,44,Sep 14 2016,MonmouthU
NV,43,43,Oct 06 2016,Emerson College
NV,42,42,Sep 23 2016,Greenberg Quinlan Rosner (Democracy Corps)
NV,41,42,Sep 11 2016,MaristColl
NV,44,47,Oct 25 2016,Remington
NV,44,44,Nov 02 2016,Rasmussen
NV,46,42,Oct 24 2016,Rasmussen
NV,40.39,33.32,Nov 01 2016,Google Consumer Surveys
NV,40,42,Sep 21 2016,Insights West
NV,43,42,Oct 28 2016,Rasmussen
NV,45,42,Sep 12 2016,PPP
NV,44,43,Oct 27 2016,Rasmussen
NV,36.38,33.18,Oct 27 2016,Google Consumer Surveys
NV,43,41,Oct 31 2016,Rasmussen
NV,45,41,Oct 26 2016,Rasmussen
NV,40.2,40.11,Oct 29 2016,IPSOS
NV,43,44,Oct 28 2016,SurveyMonkey
NV,36.7,35.81,Oct 21 2016,Google Consumer Surveys
NV,43.8,41.6,Aug 18 2016,SuffolkU
NV,47.22,41.66,Nov 04 2016,IPSOS
NV,42,43,Nov 05 2016,SurveyMonkey
NV,39,42,Sep 20 2016,Rasmussen
NV,40,44,Oct 18 2016,SurveyMonkey
NV,47.68,43.43,Oct 22 2016,IPSOS
NV,43,44,Nov 04 2016,SurveyMonkey
NV,43,44,Nov 03 2016,SurveyMonkey
NV,42,43,Nov 02 2016,SurveyMonkey
NV,33.6,35.34,Oct 17 2016,Google Consumer Surveys
NV,40.77,38.73,Oct 15 2016,IPSOS
NV,43,42,Nov 01 2016,SurveyMonkey
NV,43,41,Aug 07 2016,YouGov
NV,44,44,Oct 27 2016,SurveyMonkey
NV,43,43,Oct 31 2016,SurveyMonkey
NV,45,41,Jul 11 2016,MonmouthU
NV,46.23,42.29,Oct 10 2016,IPSOS
NV,43.81,30.43,Oct 10 2016,Google Consumer Surveys
NV,42.38,43.73,Oct 03 2016,IPSOS
NV,44,44,Oct 26 2016,SurveyMonkey
NV,40,37,Sep 06 2016,SurveyMonkey
NV,45.03,45.02,Sep 26 2016,IPSOS
NV,35.2,33.06,Oct 05 2016,Google Consumer Surveys
NV,33.96,34.44,Sep 28 2016,Google Consumer Surveys
NV,32.23,33.54,Sep 22 2016,Google Consumer Surveys
NV,45,46,Jul 11 2016,TargetPoint
NV,44,44,Jun 30 2016,Greenberg Quinlan Rosner (Democracy Corps)
NV,37.63,41.48,Sep 16 2016,IPSOS
NV,27.78,35.62,Sep 14 2016,Google Consumer Surveys
NV,43.35,40.55,Sep 10 2016,IPSOS
NV,41,40,Aug 01 2016,Rasmussen
NV,34.75,33.81,Sep 09 2016,Google Consumer Surveys
NV,42.89,34.94,Sep 04 2016,IPSOS
NV,41,44,Jul 15 2016,Gravis Marketing
NV,38,43,Jul 25 2016,Rasmussen
NV,34.38,33.9,Sep 09 2016,Google Consumer Surveys
NV,40.86,38.78,Aug 26 2016,IPSOS
NV,30.03,41.46,Sep 09 2016,Google Consumer Surveys
NV,39.99,38.33,Aug 24 2016,IPSOS
NV,31.76,35.73,Sep 09 2016,Google Consumer Surveys
NV,41,44,Dec 07 2015,Morning Consult
NY,55,36,Nov 07 2016,Gravis Marketing
NY,51,34,Nov 06 2016,SienaColl
NY,57,32,Nov 08 2016,SurveyMonkey
NY,39.83,33.29,Nov 07 2016,Google Consumer Surveys
NY,51.49,33,Nov 07 2016,IPSOS
NY,54,30,Oct 19 2016,SienaColl
NY,52.7,31.4,Nov 07 2016,YouGov
NY,52,31,Sep 26 2016,MaristColl
NY,58,31,Nov 07 2016,SurveyMonkey
NY,52.1,34.2,Aug 31 2016,Emerson College
NY,56.42,34.22,Nov 04 2016,IPSOS
NY,51,30,Sep 20 2016,SienaColl
NY,51.97,30.28,Oct 29 2016,IPSOS
NY,42.3,30.2,Nov 01 2016,Google Consumer Surveys
NY,45,33,Jul 19 2016,QuinnipiacU
NY,53.13,37.14,Nov 03 2016,IPSOS
NY,53.73,30.1,Oct 22 2016,IPSOS
NY,58,32,Nov 05 2016,SurveyMonkey
NY,57,32,Oct 28 2016,SurveyMonkey
NY,43.97,29.08,Oct 27 2016,Google Consumer Surveys
NY,57,32,Nov 04 2016,SurveyMonkey
NY,52.61,26.67,Oct 15 2016,IPSOS
NY,58,32,Nov 03 2016,SurveyMonkey
NY,54.76,31.07,Oct 10 2016,IPSOS
NY,48,34,Aug 11 2016,Gravis Marketing
NY,57,33,Nov 02 2016,SurveyMonkey
NY,56,33,Nov 01 2016,SurveyMonkey
NY,44.04,28.96,Oct 21 2016,Google Consumer Surveys
NY,57,33,Oct 31 2016,SurveyMonkey
NY,57,32,Oct 27 2016,SurveyMonkey
NY,49.34,29.05,Oct 03 2016,IPSOS
NY,47.36,27.7,Oct 17 2016,Google Consumer Surveys
NY,58,31,Oct 26 2016,SurveyMonkey
NY,52.85,34.06,Sep 26 2016,IPSOS
NY,41.72,30.76,Oct 10 2016,Google Consumer Surveys
NY,43.02,31.27,Oct 05 2016,Google Consumer Surveys
NY,53.44,29.97,Sep 16 2016,IPSOS
NY,51,31,Sep 06 2016,SurveyMonkey
NY,51.83,30.11,Sep 10 2016,IPSOS
NY,42.53,29.4,Sep 28 2016,Google Consumer Surveys
NY,53,37,Apr 24 2016,FoxNews
NY,55,35,Apr 24 2016,PPP
NY,51,35,Apr 24 2016,Baruch College
NY,41.56,28.23,Sep 22 2016,Google Consumer Surveys
NY,50,28.47,Sep 04 2016,IPSOS
NY,61,32,Apr 24 2016,MaristColl
NY,39.81,31.36,Sep 14 2016,Google Consumer Surveys
NY,51.99,29.64,Aug 24 2016,IPSOS
NY,53.3,31.38,Aug 26 2016,IPSOS
NY,55,36,Apr 20 2016,Emerson College
NY,37.34,28.83,Sep 09 2016,Google Consumer Surveys
NY,53,33,Apr 06 2016,QuinnipiacU
NY,41.64,29.9,Sep 09 2016,Google Consumer Surveys
NY,54,36,Apr 08 2016,Emerson College
NY,39.08,27.65,Sep 09 2016,Google Consumer Surveys
NY,41.23,26.04,Sep 09 2016,Google Consumer Surveys
NY,55,36,Mar 18 2016,Emerson College
NY,54,31,Jun 30 2016,SienaColl
NY,56,30,May 03 2016,SienaColl
NY,52,31,May 31 2016,SienaColl
NY,57,32,Feb 08 2016,SienaColl
NY,57,34,May 05 2016,SienaColl
NY,50,25,Aug 15 2016,SienaColl
OH,42,48,Nov 07 2016,Gravis Marketing
OH,45,46,Nov 06 2016,YouGov
OH,44,45,Nov 06 2016,Remington
OH,38.9,45.6,Nov 07 2016,Emerson College
OH,42,45,Nov 08 2016,SurveyMonkey
OH,48,47,Nov 06 2016,ColumbusDispatch
OH,40,43,Nov 06 2016,TargetSmart/William & Mary
OH,41,46,Nov 02 2016,QuinnipiacU
OH,44,43,Nov 07 2016,Rasmussen
